Size of the array, Time taken
94300, 0.009681
94400, 0.009164
94500, 0.010922
94600, 0.010137
94700, 0.009445
94800, 0.011233
94900, 0.009176
95000, 0.012018
95100, 0.011238
95200, 0.009974
95300, 0.010203
95400, 0.011053
95500, 0.012185
95600, 0.012248
95700, 0.012957
95800, 0.011327
95900, 0.011062
96000, 0.011559
96100, 0.010658
96200, 0.01139
96300, 0.009525
96400, 0.009492
96500, 0.009124
96600, 0.009873
96700, 0.009942
96800, 0.008865
96900, 0.009663
97000, 0.009265
97100, 0.009916
97200, 0.010931
97300, 0.010445
97400, 0.010858
97500, 0.01028
97600, 0.010448
97700, 0.010555
97800, 0.012482
97900, 0.010617
98000, 0.011408
98100, 0.011266
98200, 0.01108
98300, 0.011617
98400, 0.009552
98500, 0.008973
98600, 0.00974
98700, 0.009651
98800, 0.009774
98900, 0.010272
99000, 0.010509
99100, 0.012199
99200, 0.012785
99300, 0.014052
99400, 0.012605
99500, 0.009967
99600, 0.011138
99700, 0.011036
99800, 0.012776
99900, 0.011272
