Size of the array, Time taken
79000, 0.020466
79100, 0.020255
79200, 0.020579
79300, 0.020643
79400, 0.020015
79500, 0.02009
79600, 0.020119
79700, 0.020114
79800, 0.020588
79900, 0.020515
80000, 0.020862
80100, 0.020741
80200, 0.020473
80300, 0.020574
80400, 0.020666
80500, 0.020425
80600, 0.020371
80700, 0.020475
80800, 0.020779
80900, 0.021385
81000, 0.021123
81100, 0.021214
81200, 0.021247
81300, 0.020764
81400, 0.020685
81500, 0.020547
81600, 0.020634
81700, 0.020552
81800, 0.021412
81900, 0.021497
82000, 0.021974
82100, 0.021694
82200, 0.021264
82300, 0.02083
82400, 0.020901
82500, 0.020826
82600, 0.02094
82700, 0.020894
82800, 0.021643
82900, 0.021601
83000, 0.021632
83100, 0.021549
83200, 0.024075
83300, 0.02115
83400, 0.021024
83500, 0.021212
83600, 0.020877
83700, 0.021081
83800, 0.022425
83900, 0.021691
84000, 0.022068
84100, 0.021771
84200, 0.021841
84300, 0.021271
84400, 0.021306
84500, 0.021385
84600, 0.021419
84700, 0.021515
84800, 0.022324
84900, 0.022105
85000, 0.021929
85100, 0.022092
85200, 0.02222
85300, 0.021474
85400, 0.021693
85500, 0.021612
85600, 0.021751
85700, 0.021682
85800, 0.022749
85900, 0.022377
86000, 0.022291
86100, 0.022387
86200, 0.022432
86300, 0.022238
86400, 0.021797
86500, 0.02263
86600, 0.021938
86700, 0.022373
86800, 0.022348
86900, 0.022744
87000, 0.022752
87100, 0.022512
87200, 0.0223
87300, 0.022206
87400, 0.022306
87500, 0.022264
87600, 0.022742
87700, 0.023215
87800, 0.023187
87900, 0.022795
88000, 0.023125
88100, 0.022411
88200, 0.022361
88300, 0.022366
88400, 0.022344
88500, 0.023177
88600, 0.02245
88700, 0.023305
88800, 0.023149
88900, 0.022827
89000, 0.022649
89100, 0.022534
89200, 0.022634
89300, 0.022622
89400, 0.023403
89500, 0.022988
89600, 0.024159
89700, 0.023604
89800, 0.02352
89900, 0.022962
90000, 0.022821
90100, 0.022751
90200, 0.02283
90300, 0.023057
90400, 0.023286
90500, 0.023704
90600, 0.023422
90700, 0.023349
90800, 0.023075
90900, 0.024091
91000, 0.022996
91100, 0.023205
91200, 0.023534
91300, 0.0237
91400, 0.023555
91500, 0.023951
91600, 0.02394
91700, 0.023893
91800, 0.0255
91900, 0.023316
92000, 0.023509
92100, 0.024534
92200, 0.024048
92300, 0.02381
92400, 0.023767
92500, 0.023571
92600, 0.023414
92700, 0.023208
92800, 0.023502
92900, 0.023553
93000, 0.02381
93100, 0.024026
93200, 0.024378
93300, 0.024098
93400, 0.024016
93500, 0.023673
93600, 0.023762
93700, 0.024088
93800, 0.02391
93900, 0.02424
94000, 0.024301
94100, 0.024287
94200, 0.024321
94300, 0.024134
94400, 0.023979
94500, 0.023902
94600, 0.024039
94700, 0.023892
94800, 0.024544
94900, 0.024731
95000, 0.02493
95100, 0.025576
95200, 0.02413
95300, 0.024218
95400, 0.024112
95500, 0.02421
95600, 0.024139
95700, 0.025033
95800, 0.024952
